Ore Name,ItemStack,Item ID,Display Name,Wildcard
foodSpicymustardpork,1xitem.spicymustardporkItem@0,harvestcraft:spicymustardporkItem,Spicy Mustard Pork,false
foodSpidereyesoup,1xitem.spidereyesoupItem@0,harvestcraft:spidereyesoupItem,Spider Eye Soup,false
foodSpinachpie,1xitem.spinachpieItem@0,harvestcraft:spinachpieItem,Spinach Pie,false
foodSplitpeasoup,1xitem.splitpeasoupItem@0,harvestcraft:splitpeasoupItem,Split Pea Soup,false
foodSpringsalad,1xitem.springsaladItem@0,harvestcraft:springsaladItem,Spring Salad,false
foodStarfruitjelly,1xitem.starfruitjellyItem@0,harvestcraft:starfruitjellyItem,Starfruit Jelly,false
foodStarfruitjellysandwich,1xitem.starfruitjellysandwichItem@0,harvestcraft:starfruitjellysandwichItem,Starfruit Jelly Sandwich,false
foodStarfruitjuice,1xitem.starfruitjuiceItem@0,harvestcraft:starfruitjuiceItem,Starfruit Juice,false
foodStarfruitsmoothie,1xitem.starfruitsmoothieItem@0,harvestcraft:starfruitsmoothieItem,Starfruit Smoothie,false
foodStarfruityogurt,1xitem.starfruityogurtItem@0,harvestcraft:starfruityogurtItem,Starfruit Yogurt,false
foodSteamedpeas,1xitem.steamedpeasItem@0,harvestcraft:steamedpeasItem,Steamed Peas,false
foodSteamedspinach,1xitem.steamedspinachItem@0,harvestcraft:steamedspinachItem,Steamed Spinach,false
foodStock,1xitem.stockItem@0,harvestcraft:stockItem,Stock,false
foodStrawberryicecream,1xitem.strawberryicecreamItem@0,harvestcraft:strawberryicecreamItem,Strawberry Ice Cream,false
foodStrawberryjelly,1xitem.strawberryjellyItem@0,harvestcraft:strawberryjellyItem,Strawberry Jelly,false
foodStrawberryjellysandwich,1xitem.strawberryjellysandwichItem@0,harvestcraft:strawberryjellysandwichItem,Strawberry Jelly Sandwich,false
foodStrawberryjuice,1xitem.strawberryjuiceItem@0,harvestcraft:strawberryjuiceItem,Strawberry Juice,false
foodStrawberrypie,1xitem.strawberrypieItem@0,harvestcraft:strawberrypieItem,Strawberry Pie,false
foodStrawberrysalad,1xitem.strawberrysaladItem@0,harvestcraft:strawberrysaladItem,Strawberry Salad,false
foodStrawberrysmoothie,1xitem.strawberrysmoothieItem@0,harvestcraft:strawberrysmoothieItem,Strawberry Smoothie,false
foodStrawberrysoda,1xitem.strawberrysodaItem@0,harvestcraft:strawberrysodaItem,Strawberry Soda,false
foodStrawberryyogurt,1xitem.strawberryyogurtItem@0,harvestcraft:strawberryyogurtItem,Strawberry Yogurt,false
foodStuffedeggplant,1xitem.stuffedeggplantItem@0,harvestcraft:stuffedeggplantItem,Stuffed Eggplant,false
foodStuffedmushroom,1xitem.stuffedmushroomItem@0,harvestcraft:stuffedmushroomItem,Stuffed Mushroom,false
foodStuffedpepper,1xitem.stuffedpepperItem@0,harvestcraft:stuffedpepperItem,Stuffed Pepper,false
foodSummerradishsalad,1xitem.summerradishsaladItem@0,harvestcraft:summerradishsaladItem,Summer Radish Salad,false
foodSummersquashwithradish,1xitem.summersquashwithradishItem@0,harvestcraft:summersquashwithradishItem,Summer Squash with Radish,false
foodSunflowerbroccolisalad,1xitem.sunflowerbroccolisaladItem@0,harvestcraft:sunflowerbroccolisaladItem,Sunflower Broccoli Salad,false
foodSunflowerwheatrolls,1xitem.sunflowerwheatrollsItem@0,harvestcraft:sunflowerwheatrollsItem,Sunflower Wheat Rolls,false
foodSupremepizza,1xitem.supremepizzaItem@0,harvestcraft:supremepizzaItem,Supreme Pizza,false
foodSushi,1xitem.sushiItem@0,harvestcraft:sushiItem,Sushi,false
foodSweetpotatopie,1xitem.sweetpotatopieItem@0,harvestcraft:sweetpotatopieItem,Sweet Potato Pie,false
foodSweetpotatosouffle,1xitem.sweetpotatosouffleItem@0,harvestcraft:sweetpotatosouffleItem,Sweet Potato Souffle,false
foodTaco,1xitem.tacoItem@0,harvestcraft:tacoItem,Taco,false
foodTaffy,1xitem.taffyItem@0,harvestcraft:taffyItem,Taffy,false
foodTea,1xitem.teaItem@0,harvestcraft:teaItem,Cup of Tea,false
foodTilapiaraw,1xitem.tilapiarawItem@0,harvestcraft:tilapiarawItem,Raw Tilapia,false
foodTimtam,1xitem.timtamItem@0,harvestcraft:timtamItem,Tim Tam,false
foodToast,1xitem.toastItem@0,harvestcraft:toastItem,Toast,false
foodToastedcoconut,1xitem.toastedcoconutItem@0,harvestcraft:toastedcoconutItem,Toasted Coconut,false
foodToastsandwich,1xitem.toastsandwichItem@0,harvestcraft:toastsandwichItem,Toast Sandwich,false
foodTomatosoup,1xitem.tomatosoupItem@0,harvestcraft:tomatosoupItem,Tomato Soup,false
foodTortilla,1xitem.tortillaItem@0,harvestcraft:tortillaItem,Tortilla,false
foodTrailmix,1xitem.trailmixItem@0,harvestcraft:trailmixItem,Trail Mix,false
foodTroutraw,1xitem.troutrawItem@0,harvestcraft:troutrawItem,Raw Trout,false
foodTunaraw,1xitem.tunarawItem@0,harvestcraft:tunarawItem,Raw Tuna,false
foodTurnipsoup,1xitem.turnipsoupItem@0,harvestcraft:turnipsoupItem,Turnip Soup,false
foodTurtlecooked,1xitem.turtlecookedItem@0,harvestcraft:turtlecookedItem,Cooked Turtle,false
foodTurtleraw,1xitem.turtlerawItem@0,harvestcraft:turtlerawItem,Raw Turtle,false
foodVanilla,1xitem.vanillaItem@0,harvestcraft:vanillaItem,Vanilla,false
foodVanillaicecream,1xitem.vanillaicecreamItem@0,harvestcraft:vanillaicecreamItem,Vanilla Ice Cream,false
foodVanillayogurt,1xitem.vanillayogurtItem@0,harvestcraft:vanillayogurtItem,Vanilla Yogurt,false
foodVegemite,1xitem.vegemiteItem@0,harvestcraft:vegemiteItem,Vegemite,false
foodVegemiteontoast,1xitem.vegemiteontoastItem@0,harvestcraft:vegemiteontoastItem,Vegemite on Toast,false
foodVegetablesoup,1xitem.vegetablesoupItem@0,harvestcraft:vegetablesoupItem,Vegetable Soup,false
foodVegetarianlettucewrap,1xitem.vegetarianlettucewrapItem@0,harvestcraft:vegetarianlettucewrapItem,Vegetarian Lettuce Wrap,false
foodVeggiestirfry,1xitem.veggiestirfryItem@0,harvestcraft:veggiestirfryItem,Veggie Stirfry,false
foodVinegar,1xitem.vinegarItem@0,harvestcraft:vinegarItem,Vinegar,false
foodWaffles,1xitem.wafflesItem@0,harvestcraft:wafflesItem,Waffles,false
foodWalleyraw,1xitem.walleyerawItem@0,harvestcraft:walleyerawItem,Raw Walleye,false
foodWalnutraisinbread,1xitem.walnutraisinbreadItem@0,harvestcraft:walnutraisinbreadItem,Walnut Raisin Bread,false
foodWatermelonjelly,1xitem.watermelonjellyItem@0,harvestcraft:watermelonjellyItem,Watermelon Jelly,false
foodWatermelonjellysandwich,1xitem.watermelonjellysandwichItem@0,harvestcraft:watermelonjellysandwichItem,Watermelon Jelly Sandwich,false
foodZeppole,1xitem.zeppoleItem@0,harvestcraft:zeppoleItem,Zeppole,false
foodZestyzucchini,1xitem.zestyzucchiniItem@0,harvestcraft:zestyzucchiniItem,Zesty Zucchini,false
foodZombiejerky,1xitem.zombiejerkyItem@0,harvestcraft:zombiejerkyItem,Zombie Jerky,false
foodZucchinibake,1xitem.zucchinibakeItem@0,harvestcraft:zucchinibakeItem,Zucchini Bake,false
foodZucchinibread,1xitem.zucchinibreadItem@0,harvestcraft:zucchinibreadItem,Zucchini Bread,false
foodZucchinifries,1xitem.zucchinifriesItem@0,harvestcraft:zucchinifriesItem,Zucchini Fries,false
foodchorizo,1xitem.chorizoItem@0,harvestcraft:chorizoItem,Chorizo,false
gearBronze,1xitem.thermalfoundation.material@137,ThermalFoundation:material,Tinker's Alloy Gear,false
gearCopper,1xitem.thermalfoundation.material@128,ThermalFoundation:material,Copper Gear,false
gearElectrum,1xitem.thermalfoundation.material@135,ThermalFoundation:material,Electrum Gear,false
gearEnderium,1xitem.thermalfoundation.material@140,ThermalFoundation:material,Enderium Gear,false
gearGold,1xitem.thermalfoundation.material@13,ThermalFoundation:material,Gold Gear,false
gearInvar,1xitem.thermalfoundation.material@136,ThermalFoundation:material,Invar Gear,false
gearIron,1xitem.thermalfoundation.material@12,ThermalFoundation:material,Iron Gear,false
gearLead,1xitem.thermalfoundation.material@131,ThermalFoundation:material,Lead Gear,false
gearLumium,1xitem.thermalfoundation.material@139,ThermalFoundation:material,Lumium Gear,false
gearMithril,1xitem.thermalfoundation.material@134,ThermalFoundation:material,Mana Infused Gear,false
gearNickel,1xitem.thermalfoundation.material@132,ThermalFoundation:material,Ferrous Gear,false
gearPlatinum,1xitem.thermalfoundation.material@133,ThermalFoundation:material,Shiny Gear,false
gearSignalum,1xitem.thermalfoundation.material@138,ThermalFoundation:material,Signalum Gear,false
gearSilver,1xitem.thermalfoundation.material@130,ThermalFoundation:material,Silver Gear,false
gearTin,1xitem.thermalfoundation.material@129,ThermalFoundation:material,Tin Gear,false
gemAmber,1xitem.item.modingots@12,RotaryCraft:rotarycraft_item_modingots,Amber Gem,false
gemAmethyst,1xitem.item.modingots@80,RotaryCraft:rotarycraft_item_modingots,Amethyst Gem,false
gemApatite,1xitem.item.modingots@19,RotaryCraft:rotarycraft_item_modingots,Apatite Gem,false
gemBlueTopaz,1xitem.item.modingots@60,RotaryCraft:rotarycraft_item_modingots,Blue Topaz Gem,false
gemCalcite,1xitem.RawMaterials@5,ReactorCraft:reactorcraft_item_raw,Calcite Crystal,false
gemCalcite,1xitem.item.modingots@57,RotaryCraft:rotarycraft_item_modingots,Calcite Gem,false
gemChimerite,1xitem.item.modingots@58,RotaryCraft:rotarycraft_item_modingots,Chimerite Gem,false
gemDiamond,1xitem.diamond@0,minecraft:diamond,Diamond,false
gemDiamond,1xitem.item.modingots@33,RotaryCraft:rotarycraft_item_modingots,Nether Diamond Gem,false
gemEmerald,1xitem.emerald@0,minecraft:emerald,Emerald,false
gemEmerald,1xitem.item.modingots@34,RotaryCraft:rotarycraft_item_modingots,Nether Emerald Gem,false
gemFluorite,1xitem.Fluorite@0,ReactorCraft:reactorcraft_item_fluorite,Blue Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@1,ReactorCraft:reactorcraft_item_fluorite,Pink Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@2,ReactorCraft:reactorcraft_item_fluorite,Orange Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@3,ReactorCraft:reactorcraft_item_fluorite,Magenta Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@4,ReactorCraft:reactorcraft_item_fluorite,Green Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@5,ReactorCraft:reactorcraft_item_fluorite,Red Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@6,ReactorCraft:reactorcraft_item_fluorite,White Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@7,ReactorCraft:reactorcraft_item_fluorite,Yellow Fluorite Crystal,false
gemFluorite,1xitem.item.modingots@52,RotaryCraft:rotarycraft_item_modingots,Fluorite Gem,false
gemForce,1xitem.item.modingots@27,RotaryCraft:rotarycraft_item_modingots,Force Gem,false
gemLapis,1xitem.dyePowder@4,minecraft:dye,Lapis Lazuli,false
gemMagnetite,1xitem.RawMaterials@6,ReactorCraft:reactorcraft_item_raw,Lodestone,false
gemMagnetite,1xitem.item.modingots@65,RotaryCraft:rotarycraft_item_modingots,Magnetite Gem,false
gemMimichite,1xitem.item.modingots@67,RotaryCraft:rotarycraft_item_modingots,Mimichite Gem,false
gemMoonstone,1xitem.item.modingots@61,RotaryCraft:rotarycraft_item_modingots,Moonstone Gem,false
gemPeridot,1xitem.item.modingots@23,RotaryCraft:rotarycraft_item_modingots,Peridot Gem,false
gemPeridot,1xitem.item.modingots@74,RotaryCraft:rotarycraft_item_modingots,Nether Peridot Gem,false
gemQuartz,1xitem.netherquartz@0,minecraft:quartz,Nether Quartz,false
gemRuby,1xitem.item.modingots@24,RotaryCraft:rotarycraft_item_modingots,Ruby Gem,false
gemSapphire,1xitem.item.modingots@25,RotaryCraft:rotarycraft_item_modingots,Sapphire Gem,false
gemSapphire,1xitem.item.modingots@73,RotaryCraft:rotarycraft_item_modingots,Nether Sapphire Gem,false
gemSunstone,1xitem.item.modingots@62,RotaryCraft:rotarycraft_item_modingots,Sunstone Gem,false
glass,1xtile.glass@0,minecraft:glass,Glass,false
glass,1xtile.nether.glass@0,Natura:NetherGlass,Soul Glass,false
glass,1xtile.nether.glass@1,Natura:NetherGlass,Heat Glass,false
glassBlack,1xtile.GlassBlock.StainedClear@15,TConstruct:GlassBlock.StainedClear,Black Stained Glass,false
glassBlue,1xtile.GlassBlock.StainedClear@11,TConstruct:GlassBlock.StainedClear,Blue Stained Glass,false
glassBrown,1xtile.GlassBlock.StainedClear@12,TConstruct:GlassBlock.StainedClear,Brown Stained Glass,false
glassCyan,1xtile.GlassBlock.StainedClear@9,TConstruct:GlassBlock.StainedClear,Cyan Stained Glass,false
glassGray,1xtile.GlassBlock.StainedClear@7,TConstruct:GlassBlock.StainedClear,Gray Stained Glass,false
glassGreen,1xtile.GlassBlock.StainedClear@13,TConstruct:GlassBlock.StainedClear,Green Stained Glass,false
glassHardened,1xtile.block.blastglass@0,RotaryCraft:rotarycraft_block_blastglass,Blast Glass,false
glassLightBlue,1xtile.GlassBlock.StainedClear@3,TConstruct:GlassBlock.StainedClear,Light Blue Stained Glass,false
glassLightGray,1xtile.GlassBlock.StainedClear@8,TConstruct:GlassBlock.StainedClear,Light Gray Stained Glass,false
glassLime,1xtile.GlassBlock.StainedClear@5,TConstruct:GlassBlock.StainedClear,Lime Stained Glass,false
glassMagenta,1xtile.GlassBlock.StainedClear@2,TConstruct:GlassBlock.StainedClear,Magenta Stained Glass,false
glassOrange,1xtile.GlassBlock.StainedClear@1,TConstruct:GlassBlock.StainedClear,Orange Stained Glass,false
glassPink,1xtile.GlassBlock.StainedClear@6,TConstruct:GlassBlock.StainedClear,Pink Stained Glass,false
glassPurple,1xtile.GlassBlock.StainedClear@10,TConstruct:GlassBlock.StainedClear,Purple Stained Glass,false
glassRed,1xtile.GlassBlock.StainedClear@14,TConstruct:GlassBlock.StainedClear,Red Stained Glass,false
glassSoul,1xtile.nether.glass@0,Natura:NetherGlass,Soul Glass,false
glassWhite,1xtile.GlassBlock.StainedClear@0,TConstruct:GlassBlock.StainedClear,White Stained Glass,false
glassYellow,1xtile.GlassBlock.StainedClear@4,TConstruct:GlassBlock.StainedClear,Yellow Stained Glass,false
glowstone,1xtile.lightgem@0,minecraft:glowstone,Glowstone,false
glowstone,1xtile.extrautils:color_lightgem@0,ExtraUtilities:color_lightgem,Colored Glowstone (White Frequency),false
glowstone,1xtile.extrautils:color_lightgem@1,ExtraUtilities:color_lightgem,Colored Glowstone (Orange Frequency),false
glowstone,1xtile.extrautils:color_lightgem@2,ExtraUtilities:color_lightgem,Colored Glowstone (Magenta Frequency),false
glowstone,1xtile.extrautils:color_lightgem@3,ExtraUtilities:color_lightgem,Colored Glowstone (Light Blue Frequency),false
glowstone,1xtile.extrautils:color_lightgem@4,ExtraUtilities:color_lightgem,Colored Glowstone (Yellow Frequency),false
glowstone,1xtile.extrautils:color_lightgem@5,ExtraUtilities:color_lightgem,Colored Glowstone (Lime Frequency),false
glowstone,1xtile.extrautils:color_lightgem@6,ExtraUtilities:color_lightgem,Colored Glowstone (Pink Frequency),false
glowstone,1xtile.extrautils:color_lightgem@7,ExtraUtilities:color_lightgem,Colored Glowstone (Gray Frequency),false
glowstone,1xtile.extrautils:color_lightgem@8,ExtraUtilities:color_lightgem,Colored Glowstone (Light Gray Frequency),false
glowstone,1xtile.extrautils:color_lightgem@9,ExtraUtilities:color_lightgem,Colored Glowstone (Cyan Frequency),false
glowstone,1xtile.extrautils:color_lightgem@10,ExtraUtilities:color_lightgem,Colored Glowstone (Purple Frequency),false
glowstone,1xtile.extrautils:color_lightgem@11,ExtraUtilities:color_lightgem,Colored Glowstone (Blue Frequency),false
glowstone,1xtile.extrautils:color_lightgem@12,ExtraUtilities:color_lightgem,Colored Glowstone (Brown Frequency),false
glowstone,1xtile.extrautils:color_lightgem@13,ExtraUtilities:color_lightgem,Colored Glowstone (Green Frequency),false
glowstone,1xtile.extrautils:color_lightgem@14,ExtraUtilities:color_lightgem,Colored Glowstone (Red Frequency),false
glowstone,1xtile.extrautils:color_lightgem@15,ExtraUtilities:color_lightgem,Colored Glowstone (Black Frequency),false
glowstoneBlack,1xtile.extrautils:color_lightgem@0,ExtraUtilities:color_lightgem,Colored Glowstone (White Frequency),false
glowstoneBlue,1xtile.extrautils:color_lightgem@4,ExtraUtilities:color_lightgem,Colored Glowstone (Yellow Frequency),false
glowstoneBrown,1xtile.extrautils:color_lightgem@3,ExtraUtilities:color_lightgem,Colored Glowstone (Light Blue Frequency),false
glowstoneCyan,1xtile.extrautils:color_lightgem@6,ExtraUtilities:color_lightgem,Colored Glowstone (Pink Frequency),false
glowstoneGray,1xtile.extrautils:color_lightgem@8,ExtraUtilities:color_lightgem,Colored Glowstone (Light Gray Frequency),false
glowstoneGreen,1xtile.extrautils:color_lightgem@2,ExtraUtilities:color_lightgem,Colored Glowstone (Magenta Frequency),false
glowstoneLightBlue,1xtile.extrautils:color_lightgem@12,ExtraUtilities:color_lightgem,Colored Glowstone (Brown Frequency),false
glowstoneLightGray,1xtile.extrautils:color_lightgem@7,ExtraUtilities:color_lightgem,Colored Glowstone (Gray Frequency),false
glowstoneLime,1xtile.extrautils:color_lightgem@10,ExtraUtilities:color_lightgem,Colored Glowstone (Purple Frequency),false
glowstoneMagenta,1xtile.extrautils:color_lightgem@13,ExtraUtilities:color_lightgem,Colored Glowstone (Green Frequency),false
glowstoneOrange,1xtile.extrautils:color_lightgem@14,ExtraUtilities:color_lightgem,Colored Glowstone (Red Frequency),false
glowstonePink,1xtile.extrautils:color_lightgem@9,ExtraUtilities:color_lightgem,Colored Glowstone (Cyan Frequency),false
glowstonePurple,1xtile.extrautils:color_lightgem@5,ExtraUtilities:color_lightgem,Colored Glowstone (Lime Frequency),false
glowstoneRed,1xtile.extrautils:color_lightgem@1,ExtraUtilities:color_lightgem,Colored Glowstone (Orange Frequency),false
glowstoneWhite,1xtile.extrautils:color_lightgem@15,ExtraUtilities:color_lightgem,Colored Glowstone (Black Frequency),false
glowstoneYellow,1xtile.extrautils:color_lightgem@11,ExtraUtilities:color_lightgem,Colored Glowstone (Blue Frequency),false
gravel,1xtile.gravel@0,minecraft:gravel,Gravel,false
grubBee,1xitem.grubItem@0,harvestcraft:grubItem,Bee Grub,false
hambone,1xtile.tconstruct.meatblock@0,TConstruct:MeatBlock,Hambone,false
holystone,1xtile.chisel.holystone@0,chisel:holystone,Holystone,false
honeyDrop,1xitem.grc.honeyJar@0,Growthcraft|Bees:grc.honeyJar,Honey,false
ingotAdamantine,1xitem.metal.item.Adamantine.ingot@0,Metallurgy:adamantine.ingot,Adamantine Ingot,false
ingotAlduorite,1xitem.metal.item.Alduorite.ingot@0,Metallurgy:alduorite.ingot,Alduorite Ingot,false
ingotAluminium,1xitem.tconstruct.Materials@11,TConstruct:materials,Aluminum Ingot,false
ingotAluminium,1xitem.item.compacts@4,RotaryCraft:rotarycraft_item_compacts,Aluminum Ingot,false
ingotAluminium,1xitem.item.modingots@6,RotaryCraft:rotarycraft_item_modingots,Aluminum Ingot,false
ingotAluminium,1xitem.item.electriingots@4,ElectriCraft:electricraft_item_ingots,Aluminum Ingot,false
ingotAluminiumBrass,1xitem.tconstruct.Materials@14,TConstruct:materials,Aluminum Brass Ingot,false
ingotAluminum,1xitem.tconstruct.Materials@11,TConstruct:materials,Aluminum Ingot,false
ingotAluminum,1xitem.item.compacts@4,RotaryCraft:rotarycraft_item_compacts,Aluminum Ingot,false
ingotAluminum,1xitem.item.modingots@6,RotaryCraft:rotarycraft_item_modingots,Aluminum Ingot,false
ingotAluminum,1xitem.item.electriingots@4,ElectriCraft:electricraft_item_ingots,Aluminum Ingot,false
ingotAluminumBrass,1xitem.tconstruct.Materials@14,TConstruct:materials,Aluminum Brass Ingot,false
ingotAlumite,1xitem.tconstruct.Materials@15,TConstruct:materials,Alumite Ingot,false
ingotAmordrine,1xitem.metal.item.Amordrine.ingot@0,Metallurgy:amordrine.ingot,Amordrine Ingot,false
ingotAngmallen,1xitem.metal.item.Angmallen.ingot@0,Metallurgy:angmallen.ingot,Angmallen Ingot,false
ingotArdite,1xitem.tconstruct.Materials@4,TConstruct:materials,Ardite Ingot,false
ingotArdite,1xitem.item.modingots@42,RotaryCraft:rotarycraft_item_modingots,Ardite Ingot,false
ingotAstralSilver,1xitem.metal.item.AstralSilver.ingot@0,Metallurgy:astral.silver.ingot,Astral Silver Ingot,false
ingotAtlarus,1xitem.metal.item.Atlarus.ingot@0,Metallurgy:atlarus.ingot,Atlarus Ingot,false
ingotBlackSteel,1xitem.metal.item.BlackSteel.ingot@0,Metallurgy:black.steel.ingot,Black Steel Ingot,false
ingotBrass,1xitem.metal.item.Brass.ingot@0,Metallurgy:brass.ingot,Brass Ingot,false
ingotBrick,1xitem.brick@0,minecraft:brick,Brick,false
ingotBrickNether,1xitem.netherbrick@0,minecraft:netherbrick,Nether Brick,false
ingotBronze,1xitem.thermalfoundation.material@73,ThermalFoundation:material,Tinker's Alloy Ingot,false
ingotBronze,1xitem.tconstruct.Materials@13,TConstruct:materials,Bronze Ingot,false
ingotBronze,1xitem.metal.item.Bronze.ingot@0,Metallurgy:bronze.ingot,Bronze Ingot,false
ingotCadmium,1xitem.Ingots@1,ReactorCraft:reactorcraft_item_ingots,Cadmium Ingot,false
ingotCadmium,1xitem.item.modingots@50,RotaryCraft:rotarycraft_item_modingots,Cadmium Ingot,false
ingotCarmot,1xitem.metal.item.Carmot.ingot@0,Metallurgy:carmot.ingot,Carmot Ingot,false
ingotCelenegil,1xitem.metal.item.Celenegil.ingot@0,Metallurgy:celenegil.ingot,Celenegil Ingot,false
ingotCeruclase,1xitem.metal.item.Ceruclase.ingot@0,Metallurgy:ceruclase.ingot,Ceruclase Ingot,false
ingotChrome,1xitem.item.modingots@72,RotaryCraft:rotarycraft_item_modingots,Chromite Ingot,false
ingotCobalt,1xitem.tconstruct.Materials@3,TConstruct:materials,Cobalt Ingot,false
ingotCobalt,1xitem.item.modingots@41,RotaryCraft:rotarycraft_item_modingots,Cobalt Ingot,false
ingotCopper,1xitem.thermalfoundation.material@64,ThermalFoundation:material,Copper Ingot,false
ingotCopper,1xitem.tconstruct.Materials@9,TConstruct:materials,Copper Ingot,false
ingotCopper,1xitem.metal.item.Copper.ingot@0,Metallurgy:copper.ingot,Copper Ingot,false
ingotCopper,1xitem.item.modingots@1,RotaryCraft:rotarycraft_item_modingots,Copper Ingot,false
ingotCopper,1xitem.item.modingots@36,RotaryCraft:rotarycraft_item_modingots,Nether Copper Ingot,false
ingotCopper,1xitem.item.electriingots@0,ElectriCraft:electricraft_item_ingots,Copper Ingot,false
ingotDamascusSteel,1xitem.metal.item.DamascusSteel.ingot@0,Metallurgy:damascus.steel.ingot,Damascus Steel Ingot,false
ingotDeepIron,1xitem.metal.item.DeepIron.ingot@0,Metallurgy:deep.iron.ingot,Deep Iron Ingot,false
ingotDesichalkos,1xitem.metal.item.Desichalkos.ingot@0,Metallurgy:desichalkos.ingot,Desichalkos Ingot,false
ingotElectrum,1xitem.thermalfoundation.material@71,ThermalFoundation:material,Electrum Ingot,false
ingotElectrum,1xitem.metal.item.Electrum.ingot@0,Metallurgy:electrum.ingot,Electrum Ingot,false
ingotEnderium,1xitem.thermalfoundation.material@76,ThermalFoundation:material,Enderium Ingot,false
ingotEximite,1xitem.metal.item.Eximite.ingot@0,Metallurgy:eximite.ingot,Eximite Ingot,false
ingotFairy,1xitem.metal.item.ingotFunStuff@0,ExtraTiC:funStuffIngot,Fairy Ingot,false
ingotFzDarkIron,1xitem.item.modingots@71,RotaryCraft:rotarycraft_item_modingots,Dark Iron Ingot,false
ingotGold,1xitem.ingotGold@0,minecraft:gold_ingot,Gold Ingot,false
ingotGold,1xitem.item.modingots@30,RotaryCraft:rotarycraft_item_modingots,Nether Gold Ingot,false
ingotHSLA,1xitem.item.shaftcraft@1,RotaryCraft:rotarycraft_item_shaftcraft,HSLA Steel Ingot,false
ingotHaderoth,1xitem.metal.item.Haderoth.ingot@0,Metallurgy:haderoth.ingot,Haderoth Ingot,false
ingotHepatizon,1xitem.metal.item.Hepatizon.ingot@0,Metallurgy:hepatizon.ingot,Hepatizon Ingot,false
ingotIgnatius,1xitem.metal.item.Ignatius.ingot@0,Metallurgy:ignatius.ingot,Ignatius Ingot,false
ingotIndium,1xitem.Ingots@2,ReactorCraft:reactorcraft_item_ingots,Indium Ingot,false
ingotIndium,1xitem.item.modingots@51,RotaryCraft:rotarycraft_item_modingots,Indium Ingot,false
ingotInfuscolium,1xitem.metal.item.Infuscolium.ingot@0,Metallurgy:infuscolium.ingot,Infuscolium Ingot,false
ingotInolashite,1xitem.metal.item.Inolashite.ingot@0,Metallurgy:inolashite.ingot,Inolashite Ingot,false
ingotInvar,1xitem.thermalfoundation.material@72,ThermalFoundation:material,Invar Ingot,false
ingotIridium,1xitem.item.modingots@7,RotaryCraft:rotarycraft_item_modingots,Iridium Ingot,false
ingotIridium,1xitem.item.modingots@70,RotaryCraft:rotarycraft_item_modingots,Nether Iridium Ingot,false
ingotIron,1xitem.ingotIron@0,minecraft:iron_ingot,Iron Ingot,false
ingotIron,1xitem.item.modingots@29,RotaryCraft:rotarycraft_item_modingots,Nether Iron Ingot,false
ingotKalendrite,1xitem.metal.item.Kalendrite.ingot@0,Metallurgy:kalendrite.ingot,Kalendrite Ingot,false
ingotLead,1xitem.thermalfoundation.material@67,ThermalFoundation:material,Lead Ingot,false
ingotLead,1xitem.item.modingots@2,RotaryCraft:rotarycraft_item_modingots,Lead Ingot,false
ingotLead,1xitem.item.modingots@37,RotaryCraft:rotarycraft_item_modingots,Nether Lead Ingot,false
ingotLemurite,1xitem.metal.item.Lemurite.ingot@0,Metallurgy:lemurite.ingot,Lemurite Ingot,false
ingotLumium,1xitem.thermalfoundation.material@75,ThermalFoundation:material,Lumium Ingot,false
ingotMana,1xitem.item.modingots@82,RotaryCraft:rotarycraft_item_modingots,Mana Ingot,false
ingotManganese,1xitem.metal.item.Manganese.ingot@0,Metallurgy:manganese.ingot,Manganese Ingot,false
ingotManyullyn,1xitem.tconstruct.Materials@5,TConstruct:materials,Manyullyn Ingot,false
ingotMeutoite,1xitem.metal.item.Meutoite.ingot@0,Metallurgy:meutoite.ingot,Meutoite Ingot,false
ingotMidasium,1xitem.metal.item.Midasium.ingot@0,Metallurgy:midasium.ingot,Midasium Ingot,false
ingotMithril,1xitem.thermalfoundation.material@70,ThermalFoundation:material,Mana Infused Ingot,false
ingotMithril,1xitem.metal.item.Mithril.ingot@0,Metallurgy:mithril.ingot,Mithril Ingot,false
ingotNaturalAluminum,1xitem.tconstruct.Materials@11,TConstruct:materials,Aluminum Ingot,false
ingotNaturalAluminum,1xitem.item.compacts@4,RotaryCraft:rotarycraft_item_compacts,Aluminum Ingot,false
ingotNaturalAluminum,1xitem.item.modingots@6,RotaryCraft:rotarycraft_item_modingots,Aluminum Ingot,false
ingotNaturalAluminum,1xitem.item.electriingots@4,ElectriCraft:electricraft_item_ingots,Aluminum Ingot,false
ingotNickel,1xitem.thermalfoundation.material@68,ThermalFoundation:material,Ferrous Ingot,false
ingotNickel,1xitem.item.modingots@3,RotaryCraft:rotarycraft_item_modingots,Nickel Ingot,false
ingotNickel,1xitem.item.modingots@38,RotaryCraft:rotarycraft_item_modingots,Nether Nickel Ingot,false
ingotNickel,1xitem.item.electriingots@3,ElectriCraft:electricraft_item_ingots,Nickel Ingot,false
